YEAR,SEX,AGE,EDUC,SPEDUC,PAEDUC,MAEDUC,WGSTAT,SPINCMR,WGWKHR,WGUNN,WGNOEMP,RINCOME,KIDNUM10,CULTBIAS5,INDLIMIT,LEISUREI,DINNER,BLOODTYP,LOTR3
2014,2,35,5,5,5,5,1,1,40,1,4,7,2,-1,-1,-1,-1,-1,-1
2014,1,49,3,3,3,2,-1,2,-1,-1,-1,10,2,-1,-1,-1,-1,-1,-1
2014,2,31,5,-1,3,3,1,-1,50,2,4,9,0,-1,-1,-1,-1,-1,-1
2014,2,81,0,-1,0,0,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1
2014,2,54,3,5,8,0,-1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,2,20,5,-1,5,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,2,45,4,5,0,0,-1,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
2014,2,28,5,5,5,5,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2014,2,51,4,3,4,3,1,1,50,1,8,6,2,-1,-1,-1,-1,-1,-1
2014,2,56,2,2,2,0,-1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,1,19,5,-1,5,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,2,58,4,5,3,3,-1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,2,25,4,-1,3,3,1,-1,45,2,3,4,0,-1,-1,-1,-1,-1,-1
2014,1,52,5,5,1,1,-1,1,-1,-1,-1,8,2,-1,-1,-1,-1,-1,-1
2014,1,25,5,-1,6,6,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,1,52,5,5,4,3,1,1,50,2,4,21,1,-1,-1,-1,-1,-1,-1
2014,1,22,5,-1,7,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,2,75,1,2,8,8,-1,2,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1
2014,1,33,5,-1,3,3,1,-1,86,2,2,6,0,-1,-1,-1,-1,-1,-1
2014,2,36,4,-1,1,1,1,-1,48,2,3,4,0,-1,-1,-1,-1,-1,-1
2014,1,32,3,-1,8,8,1,-1,20,2,5,5,0,-1,-1,-1,-1,-1,-1
2014,1,29,6,-1,4,2,2,-1,40,2,3,3,3,-1,-1,-1,-1,-1,-1
2014,1,27,5,-1,2,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,1,18,5,-1,5,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,1,20,4,-1,-8,3,2,-1,35,2,4,1,0,-1,-1,-1,-1,-1,-1
2014,2,53,3,-1,8,0,1,-1,40,2,1,7,2,-1,-1,-1,-1,-1,-1
2014,1,45,3,3,0,0,-1,2,-1,-1,-1,6,2,-1,-1,-1,-1,-1,-1
2014,2,48,3,3,2,8,-1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,2,49,3,4,2,1,-1,1,-1,-1,-1,0,2,-1,-1,-1,-1,-1,-1
2014,1,19,5,-1,5,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,2,22,5,-1,4,4,2,-1,40,2,4,3,0,-1,-1,-1,-1,-1,-1
2014,2,57,4,4,2,1,-1,2,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
2014,1,90,1,-1,0,0,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1
2014,1,46,3,-1,1,1,1,-1,60,1,9,5,0,-1,-1,-1,-1,-1,-1
2014,2,73,1,2,2,0,1,2,42,1,2,2,2,-1,-1,-1,-1,-1,-1
2014,1,62,3,3,0,0,-1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,1,79,1,1,1,1,-1,2,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1
2014,2,63,1,-1,1,0,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1
2014,1,77,3,-1,0,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2014,1,52,4,3,1,1,1,1,55,1,9,4,1,-1,-1,-1,-1,-1,-1
2014,1,41,3,3,2,3,-1,2,-1,-1,-1,8,1,-1,-1,-1,-1,-1,-1
2014,1,66,4,3,8,8,-1,2,-1,-1,-1,13,3,-1,-1,-1,-1,-1,-1
2014,1,40,4,5,1,1,1,1,50,2,7,7,2,-1,-1,-1,-1,-1,-1
2014,1,32,5,4,5,3,1,2,44,2,5,5,1,-1,-1,-1,-1,-1,-1
2014,1,33,4,3,3,2,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2014,1,71,1,1,8,8,-1,2,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1
2014,1,35,3,3,3,3,-1,2,-1,-1,-1,11,3,-1,-1,-1,-1,-1,-1
2014,1,74,5,5,2,0,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,2,38,5,6,3,3,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,2,41,5,5,2,2,-1,1,-1,-1,-1,7,4,-1,-1,-1,-1,-1,-1
2014,2,59,3,5,8,0,-1,1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1
2014,2,53,3,5,3,3,1,1,45,1,6,6,0,-1,-1,-1,-1,-1,-1
2014,2,42,5,5,3,2,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2014,2,36,5,5,3,3,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2014,2,43,5,6,2,2,1,1,30,2,3,3,2,-1,-1,-1,-1,-1,-1
2014,2,42,4,5,2,2,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2014,1,41,5,5,1,1,-1,2,-1,-1,-1,11,3,-1,-1,-1,-1,-1,-1
2014,2,69,5,5,2,1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,2,40,3,6,3,3,-1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,2,52,3,-1,2,2,-1,-1,-1,-1,-1,5,2,-1,-1,-1,-1,-1,-1
2014,2,22,5,-1,4,3,2,-1,10,2,4,1,0,-1,-1,-1,-1,-1,-1
2014,2,18,5,-1,5,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,2,19,5,-1,3,3,2,-1,18,2,5,1,0,-1,-1,-1,-1,-1,-1
2014,1,33,5,7,3,5,1,1,40,1,9,10,2,-1,-1,-1,-1,-1,-1
2014,1,49,5,5,1,1,-1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,2,30,5,-1,5,5,1,-1,60,2,3,6,0,-1,-1,-1,-1,-1,-1
2014,2,81,1,-1,8,0,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1
2014,1,25,5,-1,3,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,2,51,5,-1,3,2,1,-1,45,2,5,7,3,-1,-1,-1,-1,-1,-1
2014,2,65,3,3,1,1,-1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,2,43,6,5,1,0,2,1,20,2,8,3,2,-1,-1,-1,-1,-1,-1
2014,2,50,5,6,2,1,1,1,45,2,3,6,2,-1,-1,-1,-1,-1,-1
2014,1,77,5,5,3,4,1,2,40,2,5,7,2,-1,-1,-1,-1,-1,-1
2014,1,21,4,-1,3,3,1,-1,45,2,4,3,0,-1,-1,-1,-1,-1,-1
2014,2,18,3,-1,3,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,1,31,6,-1,5,3,1,-1,50,1,3,10,0,-1,-1,-1,-1,-1,-1
2014,2,20,5,-1,5,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,2,35,4,4,3,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2014,1,23,4,-1,3,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,1,49,3,-1,0,0,2,-1,50,2,1,5,2,-1,-1,-1,-1,-1,-1
2014,1,79,3,3,1,1,-1,2,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1
2014,1,24,5,-1,5,4,1,-1,40,2,4,5,0,-1,-1,-1,-1,-1,-1
2014,1,42,4,4,3,3,1,1,56,2,4,9,2,-1,-1,-1,-1,-1,-1
2014,2,26,5,-1,3,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,1,50,6,5,3,2,-1,2,-1,-1,-1,7,2,-1,-1,-1,-1,-1,-1
2014,1,32,4,-1,3,3,1,-1,104,2,3,5,0,-1,-1,-1,-1,-1,-1
2014,1,30,5,-1,3,2,1,-1,50,2,1,5,0,-1,-1,-1,-1,-1,-1
2014,1,27,5,-1,3,4,2,-1,25,2,1,1,0,-1,-1,-1,-1,-1,-1
2014,1,76,6,5,5,8,-1,2,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2014,1,70,2,3,1,1,1,2,72,2,4,3,2,-1,-1,-1,-1,-1,-1
2014,1,40,5,-1,3,3,1,-1,40,2,-8,5,0,-1,-1,-1,-1,-1,-1
2014,1,26,4,-1,2,1,1,-1,42,2,4,4,0,-1,-1,-1,-1,-1,-1
2014,2,34,5,6,6,5,-1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,1,47,5,-1,3,3,2,-1,40,2,2,4,0,-1,-1,-1,-1,-1,-1
2014,1,42,2,-1,3,3,1,-1,40,2,3,5,0,-1,-1,-1,-1,-1,-1
2014,1,35,5,-1,2,1,1,-1,60,2,6,5,0,-1,-1,-1,-1,-1,-1
2014,2,50,5,5,0,0,1,1,70,2,4,8,1,-1,-1,-1,-1,-1,-1
2014,2,48,4,5,2,1,1,1,54,2,2,8,2,-1,-1,-1,-1,-1,-1
2014,1,68,3,2,1,1,1,2,40,1,3,5,2,-1,-1,-1,-1,-1,-1
2014,2,47,3,4,2,1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,2,27,5,-1,1,3,1,-1,20,2,6,3,0,-1,-1,-1,-1,-1,-1
2014,1,22,3,-1,3,3,1,-1,40,2,4,4,0,-1,-1,-1,-1,-1,-1
2014,2,43,5,3,1,5,2,1,12,2,1,6,2,-1,-1,-1,-1,-1,-1
2014,1,61,3,1,1,1,1,2,40,2,2,2,4,-1,-1,-1,-1,-1,-1
2014,2,51,2,2,1,1,-1,2,-1,-1,-1,7,1,-1,-1,-1,-1,-1,-1
2014,1,42,5,4,1,1,1,2,40,2,4,7,2,-1,-1,-1,-1,-1,-1
2014,1,36,5,5,5,3,1,1,50,2,4,7,1,-1,-1,-1,-1,-1,-1
2014,2,54,3,3,1,0,-1,1,-1,-1,-1,7,1,-1,-1,-1,-1,-1,-1
2014,2,58,7,-1,4,2,1,-1,36,2,1,7,0,-1,-1,-1,-1,-1,-1
2014,2,45,5,-1,1,1,1,-1,48,2,5,8,0,-1,-1,-1,-1,-1,-1
2014,2,33,6,6,3,3,-1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,1,20,3,-1,5,3,2,-1,26,2,2,3,0,-1,-1,-1,-1,-1,-1
2014,2,69,2,1,8,8,-1,2,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
2014,2,42,4,5,3,2,-1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,2,34,3,3,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2014,1,70,1,-1,0,8,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,2,50,3,-1,3,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2014,2,19,4,-1,2,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,2,33,3,5,1,1,-1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,1,74,2,3,1,1,-1,2,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1
2014,1,42,3,-1,1,2,1,-1,50,1,6,9,1,-1,-1,-1,-1,-1,-1
2014,2,27,5,-1,2,2,1,-1,50,2,3,5,0,-1,-1,-1,-1,-1,-1
2014,1,43,5,-1,2,2,1,-1,54,1,5,5,0,-1,-1,-1,-1,-1,-1
2014,1,38,3,4,2,1,1,2,41,1,7,9,2,-1,-1,-1,-1,-1,-1
2014,2,34,4,-1,5,4,1,-1,8,2,3,5,0,-1,-1,-1,-1,-1,-1
2014,1,26,5,-1,1,1,1,-1,45,1,2,6,0,-1,-1,-1,-1,-1,-1
2014,2,32,5,5,3,3,1,1,48,2,5,7,0,-1,-1,-1,-1,-1,-1
2014,2,31,5,4,3,3,1,1,48,2,2,5,0,-1,-1,-1,-1,-1,-1
2014,2,87,1,-1,0,0,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1
2014,1,51,5,5,2,3,1,2,50,1,5,8,2,-1,-1,-1,-1,-1,-1
2014,2,63,1,7,0,0,1,1,60,1,1,5,4,-1,-1,-1,-1,-1,-1
2014,2,38,3,-1,1,1,1,-1,40,2,3,4,1,-1,-1,-1,-1,-1,-1
2014,2,26,4,-1,3,2,1,-1,40,2,6,4,0,-1,-1,-1,-1,-1,-1
2014,1,41,6,5,3,1,-1,2,-1,-1,-1,4,2,-1,-1,-1,-1,-1,-1
2014,1,30,2,-1,2,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,2,36,3,3,1,1,-1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,2,69,1,-1,3,3,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2014,1,35,5,-1,3,3,1,-1,45,2,5,9,0,-1,-1,-1,-1,-1,-1
2014,1,53,7,5,3,2,-1,1,-1,-1,-1,6,0,-1,-1,-1,-1,-1,-1
2014,1,53,5,3,1,1,-1,2,-1,-1,-1,4,2,-1,-1,-1,-1,-1,-1
2014,1,19,3,-1,4,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,1,32,3,-1,2,1,3,-1,56,1,1,3,0,-1,-1,-1,-1,-1,-1
2014,1,36,5,4,2,0,-1,1,-1,-1,-1,5,2,-1,-1,-1,-1,-1,-1
2014,2,23,6,-1,3,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,2,80,1,-1,8,0,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1
2014,2,45,3,3,1,1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,1,39,5,5,3,3,1,2,55,1,9,17,2,-1,-1,-1,-1,-1,-1
2014,1,23,5,-1,5,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,2,55,3,4,1,1,-1,1,-1,-1,-1,0,2,-1,-1,-1,-1,-1,-1
2014,1,35,5,5,4,5,1,2,48,2,3,7,2,-1,-1,-1,-1,-1,-1
2014,1,46,5,5,2,3,-1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,1,20,5,-1,5,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,2,50,5,6,3,2,2,1,2,2,3,1,2,-1,-1,-1,-1,-1,-1
2014,1,34,5,5,3,1,1,1,60,2,5,7,1,-1,-1,-1,-1,-1,-1
2014,1,34,4,5,1,1,-1,2,-1,-1,-1,4,0,-1,-1,-1,-1,-1,-1
2014,2,21,4,-1,4,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,1,24,5,-1,3,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,1,32,3,3,2,1,1,1,50,2,4,6,0,-1,-1,-1,-1,-1,-1
2014,2,20,5,-1,3,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,1,38,3,-1,3,2,1,-1,50,2,3,8,0,-1,-1,-1,-1,-1,-1
2014,1,55,3,3,-8,8,1,1,45,2,3,-1,2,-1,-1,-1,-1,-1,-1
2014,1,73,2,2,3,0,1,1,100,2,1,3,2,-1,-1,-1,-1,-1,-1
2014,1,38,4,4,3,4,1,1,40,1,4,6,1,-1,-1,-1,-1,-1,-1
2014,1,22,5,-1,4,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,2,42,3,5,2,0,-1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,1,74,0,0,0,0,-1,2,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1
2014,2,35,5,5,1,2,1,1,45,2,3,9,0,-1,-1,-1,-1,-1,-1
2014,1,32,4,-1,2,3,1,-1,45,2,2,4,0,-1,-1,-1,-1,-1,-1
2014,1,23,5,-1,5,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,1,46,2,2,0,0,-1,2,-1,-1,-1,5,1,-1,-1,-1,-1,-1,-1
2014,1,39,5,4,2,0,1,2,54,2,3,6,1,-1,-1,-1,-1,-1,-1
2014,1,40,5,3,2,2,1,2,10,2,4,9,1,-1,-1,-1,-1,-1,-1
2014,2,32,5,5,3,3,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,1,24,3,-1,5,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,2,73,0,1,0,0,-1,2,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1
2014,1,24,5,-1,5,4,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,1,45,3,-1,5,2,1,-1,30,2,4,7,0,-1,-1,-1,-1,-1,-1
2014,2,39,3,-1,3,3,1,-1,40,2,2,5,1,-1,-1,-1,-1,-1,-1
2014,1,24,3,-1,2,3,2,-1,43,2,4,3,0,-1,-1,-1,-1,-1,-1
2014,1,18,5,-1,5,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,2,42,3,-1,2,2,1,-1,51,2,2,3,2,-1,-1,-1,-1,-1,-1
2014,2,39,3,3,1,1,-1,2,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1
2014,1,60,1,1,0,0,2,2,35,2,6,7,2,-1,-1,-1,-1,-1,-1
2014,1,34,7,6,6,6,1,2,50,2,1,7,1,-1,-1,-1,-1,-1,-1
2014,2,76,2,-1,8,0,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,2,44,3,5,3,1,2,2,40,2,7,3,2,-1,-1,-1,-1,-1,-1
2014,2,55,2,2,0,0,-1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,2,23,4,-1,3,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,1,30,5,5,3,1,-1,1,-1,-1,-1,9,0,-1,-1,-1,-1,-1,-1
2014,2,41,3,3,3,1,-1,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
2014,1,41,5,4,3,2,1,2,50,2,4,9,3,-1,-1,-1,-1,-1,-1
2014,1,29,5,-1,4,4,1,-1,45,2,2,5,0,-1,-1,-1,-1,-1,-1
2014,2,26,5,-1,2,2,1,-1,50,2,3,3,0,-1,-1,-1,-1,-1,-1
2014,1,27,5,-1,2,1,1,-1,45,2,3,4,0,-1,-1,-1,-1,-1,-1
2014,1,59,3,3,1,1,-1,2,-1,-1,-1,13,1,-1,-1,-1,-1,-1,-1
2014,1,48,5,3,1,1,1,1,45,2,4,7,1,-1,-1,-1,-1,-1,-1
2014,2,29,5,-1,3,2,1,-1,45,2,1,5,0,-1,-1,-1,-1,-1,-1
2014,1,41,5,4,3,3,-1,2,-1,-1,-1,9,2,-1,-1,-1,-1,-1,-1
2014,1,20,5,-1,5,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,1,47,4,3,2,0,1,1,60,1,5,4,0,-1,-1,-1,-1,-1,-1
2014,1,74,5,2,8,8,1,2,69,2,4,3,2,-1,-1,-1,-1,-1,-1
2014,1,61,3,-1,2,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,2,65,1,-1,0,0,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1
2014,1,39,5,5,3,3,-1,2,-1,-1,-1,9,2,-1,-1,-1,-1,-1,-1
2014,2,30,4,5,2,2,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2014,1,34,4,4,3,3,1,2,54,2,2,21,2,-1,-1,-1,-1,-1,-1
2014,1,34,5,-1,3,2,1,-1,40,2,9,10,0,-1,-1,-1,-1,-1,-1
2014,1,48,5,3,0,0,1,1,50,2,6,11,2,-1,-1,-1,-1,-1,-1
2014,2,36,3,5,1,1,-1,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
2014,1,39,5,-1,1,1,-1,-1,-1,-1,-1,8,0,-1,-1,-1,-1,-1,-1
2014,2,31,5,5,4,3,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2014,1,45,6,5,3,3,1,2,60,2,9,13,1,-1,-1,-1,-1,-1,-1
2014,2,32,5,4,4,3,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2014,1,36,5,5,3,2,1,2,65,2,9,11,1,-1,-1,-1,-1,-1,-1
2014,1,62,5,5,4,3,1,2,20,2,6,7,2,-1,-1,-1,-1,-1,-1
2014,2,38,6,7,5,5,-1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,1,48,6,6,5,5,-1,2,-1,-1,-1,21,1,-1,-1,-1,-1,-1,-1
2014,2,45,3,4,3,3,-1,1,-1,-1,-1,3,2,-1,-1,-1,-1,-1,-1
2014,2,53,4,5,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2014,1,41,6,5,5,5,-1,2,-1,-1,-1,21,1,-1,-1,-1,-1,-1,-1
2014,1,26,5,-1,3,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,2,37,5,5,2,1,1,1,48,2,4,7,3,-1,-1,-1,-1,-1,-1
2014,1,44,5,5,1,1,1,2,40,1,4,6,1,-1,-1,-1,-1,-1,-1
2014,1,45,5,5,2,2,1,1,40,2,7,12,2,-1,-1,-1,-1,-1,-1
2014,2,53,5,5,1,1,-1,1,-1,-1,-1,7,2,-1,-1,-1,-1,-1,-1
2014,1,39,4,4,1,0,1,2,66,2,6,9,2,-1,-1,-1,-1,-1,-1
2014,2,18,3,-1,5,5,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,1,43,5,5,2,2,1,1,40,2,3,11,1,-1,-1,-1,-1,-1,-1
2014,1,51,4,5,3,2,1,1,56,1,6,8,2,-1,-1,-1,-1,-1,-1
2014,2,27,5,-1,3,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,2,37,5,5,2,2,1,1,40,2,2,3,2,-1,-1,-1,-1,-1,-1
2014,2,38,4,5,2,1,1,1,40,1,4,5,2,-1,-1,-1,-1,-1,-1
2014,2,40,4,6,5,3,-1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,2,67,2,5,3,2,-1,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
2014,1,34,5,4,1,1,1,1,50,2,2,5,1,-1,-1,-1,-1,-1,-1
2014,2,47,5,-1,1,1,-1,-1,-1,-1,-1,8,2,-1,-1,-1,-1,-1,-1
2014,1,60,5,3,1,1,2,2,40,2,4,4,2,-1,-1,-1,-1,-1,-1
2014,1,44,6,-1,2,2,3,-1,40,2,2,9,0,-1,-1,-1,-1,-1,-1
2014,2,87,1,-1,1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,2,45,3,-1,1,1,1,-1,40,2,3,4,0,-1,-1,-1,-1,-1,-1
2014,2,38,5,3,2,1,1,1,40,1,6,4,1,-1,-1,-1,-1,-1,-1
2014,1,40,3,3,2,2,1,1,77,2,1,5,0,-1,-1,-1,-1,-1,-1
2014,1,58,5,4,5,3,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,1,65,0,1,0,0,-1,2,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
2014,2,58,3,3,5,1,1,1,72,1,2,5,1,-1,-1,-1,-1,-1,-1
2014,2,52,3,5,5,3,1,1,10,2,3,1,2,-1,-1,-1,-1,-1,-1
2014,2,56,3,4,1,0,-1,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
2014,1,61,1,1,0,0,2,2,48,2,3,4,2,-1,-1,-1,-1,-1,-1
2014,2,43,3,3,2,2,-1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,1,42,5,-1,3,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,1,18,3,-1,2,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,1,69,3,2,0,0,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,2,42,4,5,1,1,1,1,40,2,1,3,2,-1,-1,-1,-1,-1,-1
2014,2,35,5,6,2,1,-1,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
2014,2,40,5,-1,2,1,1,-1,60,2,1,4,0,-1,-1,-1,-1,-1,-1
2014,1,41,6,5,2,1,-1,1,-1,-1,-1,6,1,-1,-1,-1,-1,-1,-1
2014,2,56,4,5,0,0,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2014,2,50,4,5,3,1,1,1,10,2,1,4,2,-1,-1,-1,-1,-1,-1
2014,1,47,5,3,2,2,-1,1,-1,-1,-1,5,2,-1,-1,-1,-1,-1,-1
2014,1,27,5,-1,3,3,1,-1,52,2,3,4,0,-1,-1,-1,-1,-1,-1
2014,1,61,3,2,8,8,1,1,48,2,3,3,2,-1,-1,-1,-1,-1,-1
2014,1,70,2,1,8,0,-1,2,-1,-1,-1,3,0,-1,-1,-1,-1,-1,-1
2014,1,75,4,1,0,0,-1,2,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
2014,2,89,0,-1,8,0,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1
2014,2,28,5,5,3,1,-1,1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1
2014,1,51,2,5,1,0,-1,1,-1,-1,-1,5,2,-1,-1,-1,-1,-1,-1
2014,2,18,3,-1,5,3,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,1,44,5,4,2,1,1,2,40,2,6,7,2,-1,-1,-1,-1,-1,-1
2014,2,46,3,3,0,0,3,1,20,2,-8,4,2,-1,-1,-1,-1,-1,-1
2014,1,41,3,-1,2,2,1,-1,40,1,1,6,0,-1,-1,-1,-1,-1,-1
2014,1,82,1,1,0,0,-1,2,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1
2014,2,83,0,2,0,0,-1,2,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
2014,2,32,5,5,5,3,-1,1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1
2014,2,46,1,3,0,0,2,1,42,2,1,1,4,-1,-1,-1,-1,-1,-1
2014,1,30,5,-1,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1
